song,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Bad At Love,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,"pop, Dance/Electronic"
I'm Upset,-7.866,0,0.343,0.279,0,0.0836,0.492,150.002,"hip hop, pop, R&B"
Never Be the Same,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,pop
Bad Vibe,-4.428,1,0.0449,0.178,0,0.0962,0.758,110.009,"pop, Dance/Electronic"
IDGAF,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,pop
Miss You (with Major Lazer & Tory Lanez),-4.502,1,0.0925,0.25,0.00107,0.106,0.453,100.028,"pop, rock"
Mine,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,"pop, Dance/Electronic"
Freaky Friday (feat. Chris Brown),-5.042,1,0.224,0.147,0,0.109,0.755,133.123,"hip hop, pop"
I Like Me Better,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,"pop, Dance/Electronic"
This Feeling,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,"pop, Dance/Electronic"
Girls Like You (feat. Cardi B) - Cardi B Version,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,pop
Love Lies (with Normani),-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,"pop, R&B"
Nice For What,-6.474,1,0.0707,0.0891,9.70E-05,0.119,0.758,93.372,"hip hop, pop, R&B"
LOVE. FEAT. ZACARI.,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,hip hop
Psycho (feat. Ty Dolla $ign),-8.094,1,0.105,0.546,0,0.111,0.459,140.06,hip hop
Old Town Road - Remix,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,"hip hop, pop"
bad guy,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,"pop, Dance/Electronic"
Señorita,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,pop
7 rings,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,pop
Sunflower - Spider-Man: Into the Spider-Verse,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,hip hop
Lost in the Fire (feat. The Weeknd),-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,Dance/Electronic
Without Me,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,"pop, Dance/Electronic"
Ride It,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,"pop, Dance/Electronic"
Shallow,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,pop
Nothing Breaks Like a Heart (feat. Miley Cyrus),-5.844,0,0.0671,0.00987,1.36E-06,0.388,0.244,114.066,pop
Someone You Loved,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,pop
All Day And Night,-4.101,0,0.0897,0.269,0,0.156,0.521,121.908,"hip hop, pop, Dance/Electronic"
Pure Water (with Migos),-5.545,1,0.127,0.174,0,0.344,0.137,202.015,"hip hop, pop"
Shotta Flow (feat. Blueface) [Remix],-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,hip hop
ZEZE (feat. Travis Scott & Offset),-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,hip hop
Con Calma,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,latin
Let Me Down Slowly,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,"rock, pop, Dance/Electronic"
Kill This Love,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,pop
Clout (feat. Cardi B),-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,"hip hop, pop"
Piece Of Your Heart,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,"pop, Dance/Electronic"
Antisocial (with Travis Scott),-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,pop
SICKO MODE,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,"hip hop, Dance/Electronic"
Mad Love,-2.974,0,0.155,0.675,0,0.11,0.62,198.065,"pop, Dance/Electronic"
Doin' Time,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,pop
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,"hip hop, pop, Dance/Electronic"
Look Back at It,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,hip hop
My Type,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,"hip hop, pop, R&B"
Ransom,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,hip hop
Keisha & Becky - Remix,-9.545,1,0.478,0.251,0,0.121,0.644,140.969,pop
lovely (with Khalid),-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,"pop, Dance/Electronic"
Don't Call Me Up,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,"pop, Dance/Electronic"
Old Town Road,-6.112,1,0.127,0.0578,2.23E-06,0.101,0.507,135.998,"hip hop, pop"
Going Bad (feat. Drake),-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,"hip hop, pop"
Wow.,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,hip hop
Juicy,-2.61,1,0.0661,0.0856,0,0.0689,0.458,170.037,pop
Swervin (feat. 6ix9ine),-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,hip hop
emotions,-6.211,1,0.0395,0.0131,0,0.142,0.163,80.512,"hip hop, pop"
Adan y Eva,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,"hip hop, latin, Dance/Electronic"
Money In The Grave (Drake ft. Rick Ross),-4.045,0,0.046,0.101,0,0.122,0.101,100.541,"hip hop, pop, R&B"
Panini,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,"hip hop, pop"
MIA (feat. Drake),-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,latin
Pop Out (feat. Lil Tjay),-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,hip hop
Robbery,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,hip hop
a lot,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,hip hop
The London (feat. J. Cole & Travis Scott),-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,"hip hop, pop"
China,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,latin
Liar,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,pop
Leave Me Alone,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,"hip hop, pop"
Money,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,"hip hop, pop"
"break up with your girlfriend, i'm bored",-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,pop
Location (feat. Burna Boy),-5.969,0,0.297,0.271,0,0.0955,0.55,109.979,hip hop
Sweet but Psycho,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,pop
Don't Start Now,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,pop
Strike a Pose (feat. Aitch),-5.801,1,0.101,0.0107,1.62E-05,0.101,0.591,137.776,hip hop
Giant (with Rag'n'Bone Man),-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,"hip hop, pop, Dance/Electronic"
Take Me Back to London (feat. Stormzy),-5.513,0,0.216,0.219,0,0.162,0.605,138.058,pop
Please Me,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,"hip hop, pop"
Vossi Bop,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,"hip hop, Dance/Electronic"
Dance Monkey,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,pop
boyfriend (with Social House),-3.731,0,0.461,0.119,0,0.159,0.702,190.097,pop
Callaita,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,latin
So Am I,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,pop
Calma - Remix,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,"pop, latin"
MIDDLE CHILD,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,hip hop
Soltera - Remix,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,"pop, latin"
Better,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,"pop, R&B"
Thotiana,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,hip hop
Suge,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,hip hop
Ladbroke Grove,-9.447,0,0.208,0.0939,0,0.102,0.727,133.986,"hip hop, Dance/Electronic"
bury a friend,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,"pop, Dance/Electronic"
Boy With Luv (feat. Halsey),-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,pop
Boasty (feat. Idris Elba),-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,"hip hop, Dance/Electronic"
Only Human,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,pop
Easier,-5.604,1,0.221,0.489,0,0.0977,0.618,175.813,pop
SOS (feat. Aloe Blacc),-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,"pop, Dance/Electronic"
EARFQUAKE,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,hip hop
On A Roll,-6.354,1,0.0906,0.077,0,0.0523,0.387,125.011,set()
3 Nights,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,"rock, pop"
Wish You Well,-3.787,0,0.0575,0.128,0,0.297,0.576,124.975,"pop, Dance/Electronic"
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),-4.568,1,0.155,0.00485,1.96E-06,0.214,0.57,98.985,"hip hop, pop, R&B"
Secreto,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,latin
Post Malone (feat. RANI),-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,"pop, Dance/Electronic"
Nights Like This (feat. Ty Dolla $ign),-5.131,1,0.15,0.367,0,0.154,0.291,146.163,"hip hop, pop, R&B"
Otro Trago,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,latin
Better Now,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,hip hop
Cross Me (feat. Chance the Rapper & PnB Rock),-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,pop
i'm so tired...,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,"pop, Dance/Electronic"
gone girl,-5.637,1,0.0287,0.162,0,0.0717,0.355,94.956,"hip hop, pop"
High Hopes,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,rock
One Thing Right,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,"pop, Dance/Electronic"
How Do You Sleep?,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,pop
Options,-4.684,0,0.0894,0.389,9.16E-05,0.104,0.762,101.993,"World/Traditional, hip hop"
Motivation,-3.967,1,0.0984,0.0192,1.21E-06,0.3,0.881,170.918,"pop, R&B"
Sorry,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,"pop, Dance/Electronic"
Goodbyes (Feat. Young Thug),-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,hip hop
Sucker,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,pop
Cruel Summer,-5.707,1,0.157,0.117,2.06E-05,0.105,0.564,169.994,pop
The Git Up,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,"hip hop, country"
Dancing With A Stranger (with Normani),-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,pop
Circles,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,hip hop
